prompt,prompt_length,token_rarity,num_objects,abstractness,attribute_density,spatial_relations,action_verbs,named_entities
a white and blue push down and turn button,9,0,1,3,2,1,2,0
a rattlesnake curled up on the floor next to a plastic container,12,2,3,4,1,4,1,0
a tray with four vases,5,2,1,2,0,1,0,0
a ladybug on a thistle,5,2,1,2,0,1,0,0
a grasshopper is sitting on a leaf,7,1,2,3,0,1,1,0
a necklace with blue and white agate stones,8,2,1,3,3,1,0,0
a basket full of candy cigarettes sitting on a table,10,0,2,3,1,1,1,0
"four pictures of a spinning wheel, yarn and a wooden bowl",11,3,1,4,1,0,0,0
a manhole cover on a sidewalk,6,2,1,2,0,1,0,0
a close up of a metal spiral,7,1,1,3,0,1,0,0
a spider is sitting in its web,7,0,2,3,0,1,1,0
a body of water with a few people swimming in it,11,0,3,5,1,2,1,0
a red and black boxing pad with a white logo,10,0,1,4,3,1,0,0
a woman in a hoodie and scarf standing next to torches,11,3,3,4,0,3,0,0
a bird standing on a rock,6,0,1,2,0,1,1,0
a man riding a surfboard in the ocean,8,1,2,3,0,1,1,0
a small plant with a stem,6,0,1,3,1,1,0,0
a crowd of people standing under an orange umbrella,9,1,2,3,1,1,1,0
a pink and white dessert,5,1,0,2,2,0,0,0
a close up of a small orange mushroom,8,1,1,3,1,1,0,0
a black dog standing on top of a rock,9,0,2,3,1,2,1,0
a bird sitting on a branch,6,0,1,2,0,1,1,0
a bottle of perfume sitting on a clear glass table,10,1,2,3,1,1,1,0
a ladybug on a leaf,5,1,1,2,0,1,0,0
a necklace with beads and chains,6,2,1,3,0,1,0,0
a bunch of berries on a tree branch,8,1,2,3,0,1,0,0
a woman holding an axe,5,1,1,2,0,0,1,0
a red bird is perched on the side mirror of a car,12,1,2,5,1,1,1,0
a row of running shoes in black and white,9,0,2,3,2,1,0,0
a row of cowboy boots on display in a store,10,1,3,3,0,2,0,0
a snail on a tree,5,1,1,2,0,1,0,0
a sign on a building,5,0,1,2,0,1,0,0
a spider with long legs and a long body,9,0,1,4,2,1,0,0
a dog laying on the floor,6,0,1,2,0,1,1,0
a person holding an orange with a sticker on it,10,1,3,4,0,2,1,0
a bird sitting on a branch of a palm tree,10,0,2,4,0,1,1,0
a yellow taxi cab parked on a brick sidewalk,9,3,2,2,1,1,1,0
"broccoli, broccoli, broccoli, broccoli, broccoli, broccoli, broccoli, broccoli, broccoli, broccoli",10,19,0,0,0,0,0,9
a white truck with a broken door,7,0,1,3,2,1,0,0
a large rock structure,4,0,0,1,1,0,0,0
a bird with a long beak and orange beak,9,2,1,4,1,1,0,0
a black and white photo of a kitchen with utensils in a cup,13,1,3,6,2,2,0,0
a wooden cradle with a blanket on it,8,1,2,3,1,2,0,0
two brown envelopes with a gold design,7,1,1,2,1,1,0,0
a collage of pictures of food,6,1,2,3,0,0,0,0
a man and woman standing next to each other,9,0,1,5,1,2,1,0
a sandwich with vegetables on it,6,0,2,2,0,2,0,0
a peacock is perched on a tree branch,8,2,1,3,0,1,1,0
a dog is sitting in a pile of leaves,9,0,3,4,0,1,1,0
a hand holding a yellow bell pepper,7,0,1,2,1,0,1,0
a close up of a honeycomb with a yellow background,10,1,2,5,1,2,0,0
a small snake curled up on a rock,8,1,2,2,1,2,1,0
a woman is in a bathtub with a cake,9,1,3,5,0,2,0,0
a brown envelope with a zipper on it,8,2,2,3,1,2,0,0
a black and white photo of a dome,8,1,1,4,2,0,0,0
three women dressed in geisha costumes,6,2,1,0,0,1,1,0
a blue broom hanging from a pole,7,1,2,3,1,1,1,0
a man wearing a watch,5,0,1,2,0,0,1,0
a blue truck with a snow plow on it,9,1,2,3,1,2,0,0
a yellow flower hair clip,5,0,0,1,1,0,0,0
a woman wearing a black necklace with a chain,9,1,2,4,1,1,1,0
a ladybug on a thorny branch,6,2,1,2,1,1,0,0
a black and white photo of a pirate flag,9,1,1,4,2,0,0,0
red berries on a branch with a grungy background,9,2,2,3,2,2,0,0
a bird sitting on a bird feeder,7,1,1,2,0,1,1,0
a close up of a peacock with a green background,10,1,2,5,1,2,0,0
a bunch of yellow and black pens,7,1,1,3,2,0,0,0
a large building with a clock tower lit up at night,11,0,2,4,1,3,1,0
a red pot sitting on a counter top,8,0,1,2,1,1,1,0
a burrito with meat and vegetables,6,1,1,3,0,1,0,0
a pen laying on a table,6,0,1,2,0,1,1,0
a bird perched on a branch,6,1,1,2,0,1,1,0
a large spider with long legs and a long body,10,0,1,4,3,1,0,0
a sign for a bakery is reflected in the window,10,1,1,5,0,1,1,0
a dog wearing a plastic cone,6,1,1,2,1,0,1,0
a pan with a bunch of food in it,9,0,3,4,0,2,0,0
a group of ants and a bug,7,1,1,4,0,0,0,0
three loaves of bread are shown in a dark room,10,1,2,3,1,1,1,0
a flamingo is standing on a green field,8,1,2,3,1,1,1,0
a paint brush with a red handle and black bristles,10,1,1,4,2,1,0,0
two ostriches are standing in a dirt field,8,1,2,2,0,1,1,0
a pair of shoes on the ground,7,0,2,3,0,1,0,0
a ladybug on a leaf,5,1,1,2,0,1,0,0
a bottle of pills with a label on it,9,0,3,4,0,2,0,0
a man and a woman in a field,8,0,1,4,0,1,0,0
a man wearing a scuba mask and snorkel,8,2,1,3,0,0,1,0
a building with a coca cola sign on it,9,2,2,3,0,2,0,0
a foggy day on a road with a sign,9,1,2,4,1,2,0,0
a christmas tree with christmas stockings on it,8,1,2,2,0,2,0,0
two dumbbells on the floor,5,1,1,1,0,1,0,0
a glass of red wine,5,0,1,2,1,0,0,0
a woman wearing a scarf with a pink and white design,11,1,2,5,2,1,1,0
a living room with a couch and a chair,9,0,1,5,0,1,0,0
a chicken is cooking on a grill,7,1,2,3,0,1,1,0
a bunch of lipstick bottles,5,1,1,2,0,0,0,0
a close up of a burger and fries on a plate,11,1,2,5,0,2,0,0
a blue stone necklace with a chain,7,1,1,3,1,1,0,0
a small dog running in the grass,7,0,1,2,1,1,1,0
a crock pot on a counter,6,1,1,2,0,1,0,0
a baby duck sleeping,4,0,1,1,0,0,1,0
a skein of blue yarn on a white surface,9,2,2,3,2,1,0,0
a group of people crossing a street in a city,10,0,3,4,0,1,1,0
a black dog sitting in the back seat of a car,11,0,2,4,2,1,1,0
a lamp and a lamp shade,6,0,0,3,0,0,0,0
"mont st michel, normandy, france",5,5,0,0,0,0,0,3
a barber shop with two chairs and a mirror,9,1,1,4,0,1,0,0
a group of colorful soda bottles,6,1,1,2,1,0,0,0
a beaver sitting on the ground,6,1,1,2,0,1,1,0
a man wearing a polka dot bow tie,8,1,2,2,0,0,1,0
a bottle cap with a colorful cartoon face on it,10,1,2,3,1,2,0,0
a man playing a saxophone with a parrot on his head,11,2,3,4,0,2,1,0
two dogs sitting on a couch,6,0,1,1,0,1,1,0
a chair with a blue and white striped back,9,1,2,4,2,1,1,0
a bed with a canopy and white sheets,8,1,1,4,2,1,0,0
a bottle of perfume next to a mannequin,8,2,2,4,0,2,0,0
a necklace with pink and black beads on a mannequin,10,3,2,4,2,2,0,0
azerbaijan - azerbaijan - azerbaijan - azer,4,7,0,0,0,0,0,1
the head of an ostrich,5,1,1,3,0,0,0,0
a woman is cooking food in a pot on a stove,11,1,4,4,0,2,1,0
a book cover with the title in chinese,8,0,2,3,0,2,0,0
a dog standing on a paved path,7,1,1,2,1,1,1,0
a brown snake with a long tail on the ground,10,0,2,4,2,2,0,0
a bird with a leaf in its mouth standing on a rock,12,0,3,5,0,3,1,0
a dog and a puppy playing in the grass,9,0,1,4,1,1,0,0
a bottle and a bag on a bench,8,0,1,4,0,1,0,0
a barn owl is perched on a wooden door,9,3,1,3,1,1,1,0
a close up of a vase with cotton buds,9,2,2,4,0,2,0,0
a penny is sitting on top of a pinwheel ornament,10,2,3,4,1,2,1,0
"a fly fishing rod, glasses, and a fly box",9,2,0,3,0,0,0,0
a small brown puppy sleeping on a blanket,8,0,1,2,2,1,1,0
a dog laying in the grass,6,0,1,2,0,1,1,0
a skein of pink yarn on a white surface,9,2,2,3,2,1,0,0
"a bagel with cheese, tomato, and sprouts",7,5,1,3,0,1,0,0
a mushroom on the ground with leaves and moss,9,2,2,4,0,2,0,0
a clock on a wall,5,0,1,2,0,1,0,0
a pair of black high heeled shoes with buckles,9,2,2,3,3,1,0,0
a woman in a red cloak and black dress,9,1,1,3,2,1,0,0
a man holding a hammer and a piece of wood,10,0,2,5,0,0,1,0
a close up of a parrot with a red beak,10,2,2,5,1,2,0,0
a spider and a fly on a wooden table,9,0,1,4,1,1,0,0
two children blowing snow,4,0,2,0,0,0,1,0
a man and woman laying down,6,0,1,2,0,1,1,0
a white and gray kitchen sink,6,0,0,2,2,0,0,0
two coca cola bottles,4,2,0,0,0,0,0,0
a black dog with a collar,6,0,1,3,1,1,0,0
a colorful necklace with a blue cord and a flower design,11,3,1,5,2,1,0,0
a close up of a map and a white oven,10,0,1,5,2,1,0,0
a skein of pink yarn on a white surface,9,2,2,3,2,1,0,0
a swing set in the fog,6,1,1,2,0,1,1,0
a computer screen with a picture of a bokeh effect,10,1,2,6,1,1,0,0
four pictures of a duck in the water,8,0,2,3,0,1,0,0
two hair pins with a gold and white design,9,1,1,3,1,1,0,0
a man in a suit,5,0,1,2,0,1,0,0
a red and white mushroom sitting on the ground,9,1,1,3,2,1,1,0
an orange clownfish is swimming in the ocean,8,1,2,3,1,1,1,0
a church steeple,3,1,0,1,0,0,0,0
a bug on a tree branch,6,0,1,2,0,1,0,0
a large crocodile laying on the ground near the water,10,1,2,3,1,2,1,0
a black and white bird perched on a pine tree branch,11,1,1,3,3,1,1,0
a black and white photo of an old wheelbarrow,9,1,1,4,3,0,0,0
"sturk's solomon's, new york, ny",7,4,0,0,0,0,0,1
a helmet with a number 18 on it,8,0,2,3,0,2,0,0
a bird with a long beak standing on top of a nest,12,1,3,5,1,3,1,0
vintage wooden crate with bottles of wine,7,1,2,2,2,1,0,0
a bird sitting on a tree branch,7,0,1,2,0,1,1,0
a necklace with a pearl and chain,7,1,1,4,0,1,0,0
a bowl of soup on a plate,7,0,2,3,0,1,0,0
a swing hanging from a chain on a sandy beach,10,0,2,4,1,2,1,0
a mushroom on the ground,5,1,1,2,0,1,0,0
a grey remote control button with a ok symbol,9,0,1,5,3,1,0,1
a green glass vase,4,1,0,1,1,0,0,0
an old cassette is shown on a black surface,9,1,1,3,2,1,1,0
a man is walking down a dark stairway,8,1,2,3,1,1,1,0
a small baby animal is being held by a person,10,0,1,5,1,1,1,0
two dogs playing in a muddy field,7,1,1,1,1,1,1,0
a large owl sitting on a branch,7,1,1,2,1,1,1,0
a thermal image of a radiator with a thermometer,9,2,2,5,1,1,0,0
a red crock pot sitting on a counter,8,1,1,2,1,1,1,0
a bird sitting on a branch,6,0,1,2,0,1,1,0
a starfish with many colorful bubbles on it,8,3,2,3,2,2,0,0
avocado salsa with tortilla chips,5,3,2,1,0,1,1,0
a coffee cup with a spoon on a plate,9,1,2,4,0,2,0,0
a woman wearing sunglasses,4,1,1,1,0,0,1,0
a lego man driving a green and white race car,10,1,2,3,3,0,1,0
a grasshopper on a rock in the grass,8,1,2,3,0,2,0,0
a wooden pole with a clock on it,8,0,2,3,1,2,0,0
a measuring cup with a measuring tape on it,9,0,2,3,0,2,1,0
a spider with long legs on a wooden surface,9,0,2,3,2,2,0,0
a sewing machine sitting on top of a counter,9,1,2,3,0,2,1,0
a green plastic jug,4,1,0,1,1,0,0,0
a woman wearing a gold necklace and earrings,8,2,1,3,0,0,1,0
a bee is on a flower,6,0,2,3,0,1,0,0
a black and white striped snake on the bottom of the ocean,12,1,2,5,3,1,0,0
a stuffed starfish on the beach,6,2,1,2,1,1,1,0
a young boy holding a feather,6,1,1,2,1,0,1,0
a cat sitting in a window,6,0,1,2,0,1,1,0
a hammer sitting on a table next to a wooden block,11,0,2,4,1,3,1,0
a crossword puzzle is displayed on a table,8,2,1,3,1,1,1,0
a beach with a bucket and a toy on it,10,0,2,5,0,2,0,0
a purple necklace with a silver chain and purple stones,10,1,1,4,3,1,0,0
a man sitting at a table with a pizza and a beer,12,0,2,7,0,2,1,0
a close up of a bowl of pomegranate seeds,9,1,2,4,1,1,0,0
a collage of pictures of food,6,1,2,3,0,0,0,0
a close up of a metal mesh,7,1,1,3,0,1,0,0
a blurry image of a bridge with a blurry background,10,2,2,5,2,1,0,0
stuffed butternut squash with peas and cream,7,4,2,2,1,1,2,0
a blue pencil with an orange tip sitting on a carpet,11,1,2,4,2,2,1,0
a pillow with a horse on it,7,1,2,3,0,2,0,0
a person holding a large head of cabbage,8,1,2,3,1,0,1,0
two dogs running in a field,6,0,1,1,0,1,1,0
a dog sitting in the grass,6,0,1,2,0,1,1,0
a white wall,3,0,0,1,1,0,0,0
a ladybug is sitting on a twig,7,2,2,3,0,1,1,0
a fence with green and white bars,7,0,1,3,2,1,0,0
a bird sitting on a branch with leaves in the background,11,0,3,4,0,3,1,0
a table with three cupcakes on it,7,1,2,2,0,2,0,0
a fossilized trilobite fossil on a black surface,8,3,1,2,3,1,1,0
a close up of a coral with many small white dots,11,2,2,5,3,2,0,0
a woman with green beads on her back,8,1,2,2,1,2,0,0
a plate of spaghetti,4,1,1,2,0,0,0,0
a spider eating a piece of fruit on a wooden table,11,0,3,4,1,1,1,0
a butterfly is sitting on a leaf,7,1,2,3,0,1,1,0
a bee sits on a white daisy with yellow center,10,1,3,3,2,2,1,0
a yellow butterfly on a pink flower,7,1,1,2,2,1,0,0
a green radiator with four pipes on it,8,2,2,2,1,2,0,0
a white bird standing on a snow covered ground,9,0,1,2,2,1,2,0
a little girl holding a vacuum in a room,9,0,2,3,1,1,1,0
a white light on a pole,6,0,1,2,1,1,0,0
a dragonfly on a leaf,5,1,1,2,0,1,0,0
a bowl of water with bubbles,6,1,2,3,0,1,0,0
a telephone pole with wires attached to it,8,1,2,3,0,2,1,0
a box with a bear on it,7,0,2,3,0,2,0,0
a shopping cart with a bag of groceries on the ground,11,2,3,5,0,2,0,0
a bird with a red beak and a green head,10,1,1,5,2,1,0,0
two dogs standing on the floor next to each other,10,0,2,4,1,3,1,0
a man playing guitar in front of a crowd,9,0,3,3,0,2,1,0
a man and a woman are kissing in front of a window,12,1,3,6,0,2,1,0
a person holding a fish,5,0,1,2,0,0,1,0
a black swan with a red beak,7,2,1,3,2,1,0,0
a dog wearing a pink shirt,6,0,1,2,1,0,1,0
a large turkey inside of a microwave oven,8,1,1,3,1,1,0,0
a green insect with yellow stripes on its back,9,2,2,3,2,2,0,0
a bag of books,4,0,1,2,0,0,0,0
a bunch of donuts on a table,7,1,2,3,0,1,0,0
two black and white birds standing in the grass,9,0,2,2,2,1,1,0
a hummingbird is sitting on a branch with its wings spread,11,1,3,5,0,2,2,0
a man is in the water holding an umbrella,9,1,3,4,0,1,1,0
a close up of a silver faucet with a blue glass top,12,1,2,5,2,2,0,0
a street light with a bird on it,8,0,2,3,0,2,0,0
two men holding a bird in the snow,8,0,2,2,0,1,1,0
a duck standing on a ledge next to a river,10,1,2,4,0,3,1,0
a small dog with a big head,7,0,1,3,2,1,0,0
a close up of a burger and fries,8,1,1,4,0,1,0,0
a piggy bank sitting on top of a pile of money,11,1,3,4,0,2,1,1
a man in a white suit,6,0,1,2,1,1,0,0
a bowl and two peaches on a table,8,1,1,3,0,1,0,0
a woman wearing a ski mask and goggles on a snowboard,11,2,2,4,0,1,1,0
a pink crocheted scarf on a bed,7,2,1,2,1,1,1,0
a pile of yarn,4,1,1,2,0,0,0,0
a black and white photo of a double decker bus,10,1,1,4,3,0,0,0
a man and woman hugging in front of a wall,10,1,3,4,0,2,1,0
a bird flying over a castle with a bridge in the background,12,0,3,6,0,3,1,0
a woman in a black swimsuit,6,1,1,2,1,1,0,0
a child's colorful striped sweater with a button down collar,11,3,1,3,2,2,0,0
two flies on the ground with their wings spread,9,0,3,2,0,2,1,0
a white truck with writing on it,7,0,1,2,1,2,0,0
a polaroid camera with a phone attached to it,9,1,2,4,0,2,1,0
"a ruler, a pen, and a magnifying glass",8,4,0,4,1,0,0,0
a tall pole with wires on it,7,1,2,2,1,2,0,0
two ladybugs are sitting on top of each other,9,1,3,4,1,2,1,0
an orange on a black surface,6,0,1,2,1,1,0,0
a red dragonfly on a rock,6,1,1,2,1,1,0,0
two parrots on a perch,5,2,1,1,0,1,0,0
great job greeting card,4,1,0,1,1,0,0,0
a boy is taking a picture of another boy,9,0,3,4,0,0,1,0
a collage of different birds,5,1,1,3,1,0,0,0
a man wearing a chef's hat,7,0,1,2,0,0,1,0
a row of bottles,4,0,1,2,0,0,0,0
a couple of people sitting in chairs reading a book,10,0,3,3,0,1,2,0
a small dog laying on a bed,7,0,1,2,1,1,1,0
two pictures of a blue necklace with a flower,9,1,2,4,1,1,0,0
a large organ inside of a cathedral,7,1,1,3,1,1,0,0
a fly sitting on the window sill with its wings spread out,12,1,3,4,0,3,2,0
two wooden balls in a pot,6,0,1,1,1,1,0,0
a large white mosque with lights on it,8,1,2,2,2,2,0,0
a small animal sitting on a rock,7,0,1,2,1,1,1,0
a cake with a nurse on it,7,0,2,3,0,2,0,0
a small dog is being held by a person,9,0,1,5,1,1,1,0
a ladybug on a green plant,6,1,1,2,1,1,0,0
a close up of a quail with a black and white head,12,1,2,6,2,2,0,0
a long wooden stick,4,0,0,1,2,0,0,0
a sea urchin with orange spikes on its back,9,2,2,3,1,2,0,0
a young boy with a painted face and feathers on his head,12,1,2,4,2,2,1,0
a bowl sitting on a table with a polka dot pattern,11,1,2,4,1,2,1,0
a small perfume bottle sitting on a table,8,1,1,2,1,1,1,0
a bird is standing in the woods,7,0,2,3,0,1,1,0
purple and white striped clutch bag with a purple and white striped design,13,3,3,4,5,1,1,0
a bottle of liquid soap,5,0,1,2,1,0,0,0
a pair of skis and poles are sitting in the snow,11,2,3,5,0,1,1,0
a man climbing up a spiral structure,7,1,1,2,1,1,1,0
a group of quail standing around in the dirt,9,1,2,4,0,2,1,0
a black and white photo of a saxophone,8,1,1,4,2,0,0,0
a close up of the front grill of a classic car,11,1,2,6,2,1,0,0
"a black bag with a pen, pencil, and other items",10,3,1,5,2,1,0,0
a pillow with an owl sitting on a tree,9,2,2,4,0,2,1,0
a man standing on a rocky beach with a large crane in the background,14,1,3,5,2,3,1,0
a man playing a musical instrument on a street,9,0,2,3,1,1,1,0
a woman and a child eating ice cream,8,0,1,3,0,0,1,0
a bee on a yellow flower with a black and white head,12,0,2,5,3,2,0,0
a computer monitor sitting in water,6,0,1,1,0,1,1,0
a frog is swimming in a green water,8,1,2,3,1,1,1,0
a metal pot with food in it,7,0,2,2,0,2,0,0
a white digital scale with the words philips on it,10,1,3,3,2,2,0,0
a close up of a bird,6,0,1,3,0,1,0,0
a necklace with leaves and beads on a black surface,10,2,2,4,1,2,0,0
a bison is standing in the snow,7,1,2,3,0,1,1,1
a hard drive on a table,6,0,1,2,1,1,0,0
a bride and groom kissing in front of a pond,10,3,2,4,0,2,0,0
a dog standing on a log,6,0,1,2,0,1,1,0
a hockey puck with the chicago blackhawks logo,8,2,1,3,0,1,0,1
a woman sitting in a chest,6,0,1,2,0,1,1,0
a spider is sitting on a black background,8,0,2,3,1,1,1,0
a sign that says keep calm and use hevetic,9,1,2,4,2,0,3,0
a close up of two brooms with red and blue stripes,11,2,2,4,2,2,0,0
a bowl filled with chili beans on a table,9,1,2,3,1,2,1,0
a beetle on a leaf,5,1,1,2,0,1,0,0
a prescription bottle with a label on it,8,0,2,3,0,2,0,0
a bird sitting on a tree branch,7,0,1,2,0,1,1,0
a room full of old computers and other electronics,9,0,1,4,3,0,0,0
a black and white bird with a long beak,9,1,1,4,3,1,0,0
a girl holding a snake,5,0,1,2,0,0,1,0
a person pouring water into a jug,7,2,2,3,0,0,1,0
a boy eating a lollipop,5,1,1,2,0,0,1,0
two children standing on a ledge,6,1,1,1,0,1,1,0
a table with bowls of chips and salsa,8,2,2,4,0,1,1,0
a man riding a bicycle down a street,8,1,2,3,0,1,1,0
a pair of brown flip flops on a woven rug,10,3,2,3,2,1,0,0
a brown puppy with a big smile,7,0,1,3,2,1,0,0
"a desk with a keyboard, computer, and a monitor",9,2,1,5,0,1,0,0
a room with a wooden floor and a wooden bench,10,0,1,5,2,1,0,0
two hair pins with a flower design on them,9,1,2,2,0,2,0,0
a suspension bridge in the woods with a green background,10,0,2,4,1,2,0,0
two blue dragonflies,3,1,0,0,1,0,0,0
